OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;;;
;;;Mänttä-Vilppula;1069;19790330;1979;3;30;3365000;6885000;2;5.9;-0.9;0;6874;5.44;;;
;;;Mänttä-Vilppula;1069;19790331;1979;3;31;3365000;6885000;1.6;5.6;-3.5;0;11644;5.2;;;
;;;Mänttä-Vilppula;1069;19790401;1979;4;1;3365000;6885000;2.5;3.2;1.8;0;4142;6.62;;;
;;;Mänttä-Vilppula;1069;19790402;1979;4;2;3365000;6885000;2.6;4.6;1.6;0;5573;6.2;;;
;;;Mänttä-Vilppula;1069;19790403;1979;4;3;3365000;6885000;1.4;2.3;0.8;3;4669;6.3;;;
;;;Mänttä-Vilppula;1069;19790404;1979;4;4;3365000;6885000;1.2;2.2;0.5;0;4534;6.41;;;
;;;Mänttä-Vilppula;1069;19790405;1979;4;5;3365000;6885000;1.6;4;0.3;0;5651;5.86;;;
;;;Mänttä-Vilppula;1069;19790406;1979;4;6;3365000;6885000;1.1;4;-0.7;0;7056;5.91;;;
;;;Mänttä-Vilppula;1069;19790407;1979;4;7;3365000;6885000;0.1;4.3;-3.9;0;11018;4.24;;;
;;;Mänttä-Vilppula;1069;19790408;1979;4;8;3365000;6885000;-0.5;3.9;-5.6;0;8610;3.96;;;
;;;Mänttä-Vilppula;1069;19790409;1979;4;9;3365000;6885000;-1.4;1.8;-3.8;0;9023;4.57;;;
;;;Mänttä-Vilppula;1069;19790410;1979;4;10;3365000;6885000;-0.2;5.1;-5.5;0;12688;3.73;;;
;;;Mänttä-Vilppula;1069;19790411;1979;4;11;3365000;6885000;2.2;6.2;-1.3;0;11989;4.15;;;
;;;Mänttä-Vilppula;1069;19790412;1979;4;12;3365000;6885000;3.7;8.9;-0.6;0;12909;5.17;;;
;;;Mänttä-Vilppula;1069;19790413;1979;4;13;3365000;6885000;-0.6;3.9;-2.6;4;7986;4.72;;;
;;;Mänttä-Vilppula;1069;19790414;1979;4;14;3365000;6885000;-2.6;1;-5.6;1;9115;3.78;;;
;;;Mänttä-Vilppula;1069;19790415;1979;4;15;3365000;6885000;-6.3;-2.5;-9.8;0;9934;2.4;;;
;;;Mänttä-Vilppula;1069;19790416;1979;4;16;3365000;6885000;-4.8;0.2;-10.2;0;18208;2.16;;;
;;;Mänttä-Vilppula;1069;19790417;1979;4;17;3365000;6885000;-3.9;1.7;-12.1;0;17971;2.51;;;
;;;Mänttä-Vilppula;1069;19790418;1979;4;18;3365000;6885000;-2.5;0.3;-4.7;0;14334;2.94;;;
;;;Mänttä-Vilppula;1069;19790419;1979;4;19;3365000;6885000;-4.8;1.8;-14.2;0;19140;2.16;;;
;;;Mänttä-Vilppula;1069;19790420;1979;4;20;3365000;6885000;-2.8;4;-12.7;0;17856;2.82;;;
;;;Mänttä-Vilppula;1069;19790421;1979;4;21;3365000;6885000;1.3;5.3;-1.8;0;7443;4.82;;;
;;;Mänttä-Vilppula;1069;19790422;1979;4;22;3365000;6885000;3.2;7.7;-0.8;0;8795;5.23;;;
;;;Mänttä-Vilppula;1069;19790423;1979;4;23;3365000;6885000;3.1;7.7;-0.7;0;19088;3.91;;;
;;;Mänttä-Vilppula;1069;19790424;1979;4;24;3365000;6885000;3.9;9.8;-1.4;0;17365;4.41;;;
;;;Mänttä-Vilppula;1069;19790425;1979;4;25;3365000;6885000;4.9;9;1.6;0;8719;6.83;;;
;;;Mänttä-Vilppula;1069;19790426;1979;4;26;3365000;6885000;5.1;6.9;3.6;8;4657;8.72;;;
;;;Mänttä-Vilppula;1069;19790427;1979;4;27;3365000;6885000;4.6;7.6;3.1;0;6409;7.63;;;
;;;Mänttä-Vilppula;1069;19790428;1979;4;28;3365000;6885000;2.5;5.8;-0.7;0;7251;6.52;;;
;;;Mänttä-Vilppula;1069;19790429;1979;4;29;3365000;6885000;2.5;4.6;0.1;2;7203;6.31;;;
;;;Mänttä-Vilppula;1069;19790430;1979;4;30;3365000;6885000;3.7;4.8;2.2;4;7398;7.43;;;
;;;Mänttä-Vilppula;1069;19790501;1979;5;1;3365000;6885000;3.2;6.3;1.1;0;9456;5.78;;;
;;;Mänttä-Vilppula;1069;19790502;1979;5;2;3365000;6885000;3.3;6.6;1.1;5;10019;6.08;;;
;;;Mänttä-Vilppula;1069;19790503;1979;5;3;3365000;6885000;3.8;7.2;1;1;10053;6.65;;;
;;;Mänttä-Vilppula;1069;19790504;1979;5;4;3365000;6885000;4.2;9.2;0.4;0;13607;5.45;;;
;;;Mänttä-Vilppula;1069;19790505;1979;5;5;3365000;6885000;4.8;10.9;-1.6;0;18225;5.26;;;
;;;Mänttä-Vilppula;1069;19790506;1979;5;6;3365000;6885000;7.1;14;1.2;0;20297;5.57;;;
;;;Mänttä-Vilppula;1069;19790507;1979;5;7;3365000;6885000;3.1;9.9;0;18;7970;6.11;;;
;;;Mänttä-Vilppula;1069;19790508;1979;5;8;3365000;6885000;5.7;11.4;1.5;0;16940;6.08;;;
;;;Mänttä-Vilppula;1069;19790509;1979;5;9;3365000;6885000;3.7;6.9;1.9;4;7631;7.3;;;
;;;Mänttä-Vilppula;1069;19790510;1979;5;10;3365000;6885000;7.5;15.9;-1;0;14512;7.36;;;
;;;Mänttä-Vilppula;1069;19790511;1979;5;11;3365000;6885000;5.7;10.2;2.4;0;9920;6.71;;;
;;;Mänttä-Vilppula;1069;19790512;1979;5;12;3365000;6885000;6.6;12.8;-0.9;0;18370;4.55;;;
;;;Mänttä-Vilppula;1069;19790513;1979;5;13;3365000;6885000;6.9;11.8;1.5;3;22930;4.79;;;
;;;Mänttä-Vilppula;1069;19790514;1979;5;14;3365000;6885000;9;15.8;1.3;0;12651;8.63;;;
;;;Mänttä-Vilppula;1069;19790515;1979;5;15;3365000;6885000;12.3;18.5;5.8;0;19282;7.22;;;
;;;Mänttä-Vilppula;1069;19790516;1979;5;16;3365000;6885000;13;18.6;6.4;0;20647;8.03;;;
;;;Mänttä-Vilppula;1069;19790517;1979;5;17;3365000;6885000;15.8;24.7;3.4;0;23992;9.11;;;
;;;Mänttä-Vilppula;1069;19790518;1979;5;18;3365000;6885000;13.3;21;11.7;0;13383;9.78;;;
;;;Mänttä-Vilppula;1069;19790519;1979;5;19;3365000;6885000;11.7;16.9;7.1;3;18695;8.61;;;
;;;Mänttä-Vilppula;1069;19790520;1979;5;20;3365000;6885000;7.5;12.6;3.9;0;13337;7.04;;;
;;;Mänttä-Vilppula;1069;19790521;1979;5;21;3365000;6885000;9.8;17.3;-1.1;0;22774;4.6;;;
;;;Mänttä-Vilppula;1069;19790522;1979;5;22;3365000;6885000;16.4;24;8.3;0;23165;7.57;;;
;;;Mänttä-Vilppula;1069;19790523;1979;5;23;3365000;6885000;15.5;20.7;10.8;0;24010;9.7;;;
;;;Mänttä-Vilppula;1069;19790524;1979;5;24;3365000;6885000;16.7;24.6;5.6;4;25718;10.34;;;
;;;Mänttä-Vilppula;1069;19790525;1979;5;25;3365000;6885000;20.4;28;11.9;0;23126;12.46;;;
;;;Mänttä-Vilppula;1069;19790526;1979;5;26;3365000;6885000;14.7;23.9;11.9;0;23615;9.28;;;
;;;Mänttä-Vilppula;1069;19790527;1979;5;27;3365000;6885000;14;20.5;5.9;0;24405;8.72;;;
;;;Mänttä-Vilppula;1069;19790528;1979;5;28;3365000;6885000;17;24.2;5.7;0;24151;10.5;;;
;;;Mänttä-Vilppula;1069;19790529;1979;5;29;3365000;6885000;16.2;21.9;12.3;0;19471;10.98;;;
;;;Mänttä-Vilppula;1069;19790530;1979;5;30;3365000;6885000;16.8;22.1;11.6;0;13383;11.15;;;
;;;Mänttä-Vilppula;1069;19790531;1979;5;31;3365000;6885000;19.1;25.1;12.4;0;27483;9.95;;;
;;;Mänttä-Vilppula;1069;19790601;1979;6;1;3365000;6885000;17.4;24.2;7.7;0;26459;8.34;;;
;;;Mänttä-Vilppula;1069;19790602;1979;6;2;3365000;6885000;17.5;25.2;9.9;0;22390;10.44;;;
;;;Mänttä-Vilppula;1069;19790603;1979;6;3;3365000;6885000;13.6;19.1;8.3;0;28118;7.07;;;
;;;Mänttä-Vilppula;1069;19790604;1979;6;4;3365000;6885000;15;22.9;3.2;0;25192;7.19;;;
;;;Mänttä-Vilppula;1069;19790605;1979;6;5;3365000;6885000;14.8;20.1;7.3;0;27726;7.73;;;
;;;Mänttä-Vilppula;1069;19790606;1979;6;6;3365000;6885000;15.1;21.8;3.1;0;23266;8.77;;;
;;;Mänttä-Vilppula;1069;19790607;1979;6;7;3365000;6885000;18.1;25.9;7.2;0;24190;11.05;;;
;;;Mänttä-Vilppula;1069;19790608;1979;6;8;3365000;6885000;19.7;28;10.7;4;24746;13.25;;;
;;;Mänttä-Vilppula;1069;19790609;1979;6;9;3365000;6885000;12.3;20.9;8.4;3;11256;11.13;;;
;;;Mänttä-Vilppula;1069;19790610;1979;6;10;3365000;6885000;10.6;14.6;6.3;0;17805;7.46;;;
;;;Mänttä-Vilppula;1069;19790611;1979;6;11;3365000;6885000;11.3;15.1;6.7;0;13218;9.05;;;
;;;Mänttä-Vilppula;1069;19790612;1979;6;12;3365000;6885000;15.3;21.8;7.5;0;25280;9.29;;;
;;;Mänttä-Vilppula;1069;19790613;1979;6;13;3365000;6885000;16.3;23.6;6.2;0;25996;10.16;;;
;;;Mänttä-Vilppula;1069;19790614;1979;6;14;3365000;6885000;13.7;19.5;9.4;1;12989;13.66;;;
;;;Mänttä-Vilppula;1069;19790615;1979;6;15;3365000;6885000;12.3;15.9;8.5;0;12756;11.4;;;
;;;Mänttä-Vilppula;1069;19790616;1979;6;16;3365000;6885000;15.1;20.6;8.7;0;17821;12.34;;;
;;;Mänttä-Vilppula;1069;19790617;1979;6;17;3365000;6885000;14.5;19.6;11;0;23577;9.76;;;
;;;Mänttä-Vilppula;1069;19790618;1979;6;18;3365000;6885000;10.1;14;6.1;0;18951;7.37;;;
;;;Mänttä-Vilppula;1069;19790619;1979;6;19;3365000;6885000;12.6;17.9;4.8;0;24991;7.12;;;
;;;Mänttä-Vilppula;1069;19790620;1979;6;20;3365000;6885000;13.8;21.3;3.7;0;27602;7.68;;;
;;;Mänttä-Vilppula;1069;19790621;1979;6;21;3365000;6885000;17.4;24.3;7.5;0;25659;10.83;;;
;;;Mänttä-Vilppula;1069;19790622;1979;6;22;3365000;6885000;19.3;25.1;11.6;0;26601;11.34;;;
;;;Mänttä-Vilppula;1069;19790623;1979;6;23;3365000;6885000;20.4;26.8;10.6;0;28262;11.97;;;
;;;Mänttä-Vilppula;1069;19790624;1979;6;24;3365000;6885000;21.2;27.1;14.3;0;22786;13.03;;;
;;;Mänttä-Vilppula;1069;19790625;1979;6;25;3365000;6885000;21.5;28.6;11;0;25333;13.03;;;
;;;Mänttä-Vilppula;1069;19790626;1979;6;26;3365000;6885000;18.2;24.6;15.9;1;17264;12.65;;;
;;;Mänttä-Vilppula;1069;19790627;1979;6;27;3365000;6885000;14.4;19.6;9.2;8;19557;11.63;;;
;;;Mänttä-Vilppula;1069;19790628;1979;6;28;3365000;6885000;12.2;16.5;8.9;9;17839;11.41;;;
;;;Mänttä-Vilppula;1069;19790629;1979;6;29;3365000;6885000;12.1;14.6;8.8;0;12845;12.64;;;
;;;Mänttä-Vilppula;1069;19790630;1979;6;30;3365000;6885000;14;16.5;11.6;6;15189;12.54;;;
;;;Mänttä-Vilppula;1069;19790701;1979;7;1;3365000;6885000;12.5;16.6;5.8;1;24301;9.74;;;
;;;Mänttä-Vilppula;1069;19790702;1979;7;2;3365000;6885000;12;18.5;4;10;23078;8.89;;;
;;;Mänttä-Vilppula;1069;19790703;1979;7;3;3365000;6885000;11.6;17.7;4.6;0;21871;9.32;;;
;;;Mänttä-Vilppula;1069;19790704;1979;7;4;3365000;6885000;13;18.8;6.7;4;16352;10.91;;;
;;;Mänttä-Vilppula;1069;19790705;1979;7;5;3365000;6885000;13.7;17.4;8.6;0;21522;11.54;;;
;;;Mänttä-Vilppula;1069;19790706;1979;7;6;3365000;6885000;13.5;20.1;7.4;7;17634;13.24;;;
;;;Mänttä-Vilppula;1069;19790707;1979;7;7;3365000;6885000;15.5;18.9;12.6;1;11216;16.26;;;
;;;Mänttä-Vilppula;1069;19790708;1979;7;8;3365000;6885000;17.5;20.5;15.9;13;12937;16.42;;;
;;;Mänttä-Vilppula;1069;19790709;1979;7;9;3365000;6885000;16.7;22;13.5;0;18069;15.1;;;
;;;Mänttä-Vilppula;1069;19790710;1979;7;10;3365000;6885000;16.2;21.5;11.1;4;20302;14.18;;;
;;;Mänttä-Vilppula;1069;19790711;1979;7;11;3365000;6885000;15;18.4;11.8;6;15875;14.67;;;
;;;Mänttä-Vilppula;1069;19790712;1979;7;12;3365000;6885000;15.7;20;12.9;6;14926;14.24;;;
;;;Mänttä-Vilppula;1069;19790713;1979;7;13;3365000;6885000;15.9;22.2;8.4;2;16918;15.33;;;
;;;Mänttä-Vilppula;1069;19790714;1979;7;14;3365000;6885000;18.7;23.2;15.5;16;13164;18.95;;;
;;;Mänttä-Vilppula;1069;19790715;1979;7;15;3365000;6885000;16.6;21.2;14.9;17;11832;16.75;;;
;;;Mänttä-Vilppula;1069;19790716;1979;7;16;3365000;6885000;16.2;19.7;13.7;4;17577;14.31;;;
;;;Mänttä-Vilppula;1069;19790717;1979;7;17;3365000;6885000;16.5;22.8;8.7;0;22035;11.66;;;
;;;Mänttä-Vilppula;1069;19790718;1979;7;18;3365000;6885000;16.6;22.6;9.3;0;22417;13.72;;;
;;;Mänttä-Vilppula;1069;19790719;1979;7;19;3365000;6885000;15.1;20.2;10.7;2;16013;12.85;;;
;;;Mänttä-Vilppula;1069;19790720;1979;7;20;3365000;6885000;13.3;17.2;11.9;12;10587;13.67;;;
;;;Mänttä-Vilppula;1069;19790721;1979;7;21;3365000;6885000;13.4;16.6;11.4;20;11621;14.22;;;
;;;Mänttä-Vilppula;1069;19790722;1979;7;22;3365000;6885000;13.5;16.1;12.2;5;10783;14.27;;;
;;;Mänttä-Vilppula;1069;19790723;1979;7;23;3365000;6885000;14.1;18.2;12.4;7;13094;14.77;;;
;;;Mänttä-Vilppula;1069;19790724;1979;7;24;3365000;6885000;14.6;19.3;8.1;0;16294;12.32;;;
;;;Mänttä-Vilppula;1069;19790725;1979;7;25;3365000;6885000;14.2;18.6;9.8;13;14511;13.68;;;
;;;Mänttä-Vilppula;1069;19790726;1979;7;26;3365000;6885000;13.1;16.4;10.2;0;11627;13.1;;;
;;;Mänttä-Vilppula;1069;19790727;1979;7;27;3365000;6885000;13.4;17.9;9.3;0;16936;11.27;;;
;;;Mänttä-Vilppula;1069;19790728;1979;7;28;3365000;6885000;12.1;16.7;6.5;0;13246;12.22;;;
;;;Mänttä-Vilppula;1069;19790729;1979;7;29;3365000;6885000;13.3;19;9.1;0;14163;12.66;;;
;;;Mänttä-Vilppula;1069;19790730;1979;7;30;3365000;6885000;14.2;19.6;7.8;0;13231;13.13;;;
;;;Mänttä-Vilppula;1069;19790731;1979;7;31;3365000;6885000;15.7;21;8;0;20032;12.91;;;
;;;Mänttä-Vilppula;1069;19790801;1979;8;1;3365000;6885000;15.7;20.3;11.1;7;12381;15.22;;;
;;;Mänttä-Vilppula;1069;19790802;1979;8;2;3365000;6885000;16.6;21.2;13.9;4;14195;14.49;;;
;;;Mänttä-Vilppula;1069;19790803;1979;8;3;3365000;6885000;14.2;17.2;12.9;1;9566;14.43;;;
;;;Mänttä-Vilppula;1069;19790804;1979;8;4;3365000;6885000;12.3;15.8;10.4;0;10512;12.25;;;
;;;Mänttä-Vilppula;1069;19790805;1979;8;5;3365000;6885000;11.4;16.9;5.1;0;18273;9.78;;;
;;;Mänttä-Vilppula;1069;19790806;1979;8;6;3365000;6885000;11.4;15.9;5.5;0;17090;8.7;;;
;;;Mänttä-Vilppula;1069;19790807;1979;8;7;3365000;6885000;12.2;17.9;6.1;0;21425;8.33;;;
;;;Mänttä-Vilppula;1069;19790808;1979;8;8;3365000;6885000;13;20.6;3.3;0;21874;9.13;;;
;;;Mänttä-Vilppula;1069;19790809;1979;8;9;3365000;6885000;14.3;21.4;5;1;21545;10.15;;;
;;;Mänttä-Vilppula;1069;19790810;1979;8;10;3365000;6885000;14.7;18.2;11.5;0;8076;15.22;;;
;;;Mänttä-Vilppula;1069;19790811;1979;8;11;3365000;6885000;18.1;22.8;14.3;0;11695;16.95;;;
;;;Mänttä-Vilppula;1069;19790812;1979;8;12;3365000;6885000;16.2;20;14.4;1;11328;16.47;;;
;;;Mänttä-Vilppula;1069;19790813;1979;8;13;3365000;6885000;17.4;22.8;11.6;6;16466;15.71;;;
;;;Mänttä-Vilppula;1069;19790814;1979;8;14;3365000;6885000;15.8;19.1;13.9;2;7581;16.73;;;
;;;Mänttä-Vilppula;1069;19790815;1979;8;15;3365000;6885000;17.7;23;12.2;0;12121;16.97;;;
;;;Mänttä-Vilppula;1069;19790816;1979;8;16;3365000;6885000;18.3;24.1;13.7;0;17376;16.01;;;
;;;Mänttä-Vilppula;1069;19790817;1979;8;17;3365000;6885000;18.8;25.8;12;0;19925;16.84;;;
;;;Mänttä-Vilppula;1069;19790818;1979;8;18;3365000;6885000;18.5;25.8;11.9;0;19852;15.77;;;
;;;Mänttä-Vilppula;1069;19790819;1979;8;19;3365000;6885000;16.6;22.8;9.4;0;17759;14.33;;;
;;;Mänttä-Vilppula;1069;19790820;1979;8;20;3365000;6885000;15.4;18.8;11;1;6715;16.77;;;
;;;Mänttä-Vilppula;1069;19790821;1979;8;21;3365000;6885000;16.6;19;14.5;1;6409;16.43;;;
;;;Mänttä-Vilppula;1069;19790822;1979;8;22;3365000;6885000;15.6;19.3;13.7;0;10539;14.15;;;
;;;Mänttä-Vilppula;1069;19790823;1979;8;23;3365000;6885000;13.2;17.8;9.1;0;14927;11.33;;;
;;;Mänttä-Vilppula;1069;19790824;1979;8;24;3365000;6885000;13.6;18.5;9.5;0;14899;11.05;;;
;;;Mänttä-Vilppula;1069;19790825;1979;8;25;3365000;6885000;12.7;19.2;5.5;0;13521;11.34;;;
;;;Mänttä-Vilppula;1069;19790826;1979;8;26;3365000;6885000;14.4;17;11.8;10;4657;15.1;;;
;;;Mänttä-Vilppula;1069;19790827;1979;8;27;3365000;6885000;15.2;18.5;12.9;0;14016;13.24;;;
;;;Mänttä-Vilppula;1069;19790828;1979;8;28;3365000;6885000;13.7;18.4;10.7;1;8816;13.46;;;
;;;Mänttä-Vilppula;1069;19790829;1979;8;29;3365000;6885000;12.9;18.2;8.6;0;11559;12.86;;;
;;;Mänttä-Vilppula;1069;19790830;1979;8;30;3365000;6885000;13.9;19.6;9;2;13662;12.48;;;
;;;Mänttä-Vilppula;1069;19790831;1979;8;31;3365000;6885000;11.6;16.4;9.2;0;13815;9.62;;;
;;;Mänttä-Vilppula;1069;19790901;1979;9;1;3365000;6885000;9.4;14.7;4.3;0;14359;7.84;;;
;;;Mänttä-Vilppula;1069;19790902;1979;9;2;3365000;6885000;8.9;16;1.9;0;14862;8.23;;;
;;;Mänttä-Vilppula;1069;19790903;1979;9;3;3365000;6885000;9;16;0.8;7;11652;8.91;;;
;;;Mänttä-Vilppula;1069;19790904;1979;9;4;3365000;6885000;13.3;16.5;9.7;0;4685;14.22;;;
;;;Mänttä-Vilppula;1069;19790905;1979;9;5;3365000;6885000;13.4;16.3;11.7;0;9000;12.98;;;
;;;Mänttä-Vilppula;1069;19790906;1979;9;6;3365000;6885000;10.5;14.3;8.2;0;6707;11.04;;;
;;;Mänttä-Vilppula;1069;19790907;1979;9;7;3365000;6885000;9.9;12.8;6.3;0;5050;11.24;;;
;;;Mänttä-Vilppula;1069;19790908;1979;9;8;3365000;6885000;9.5;17.2;3.6;0;11465;9.96;;;
;;;Mänttä-Vilppula;1069;19790909;1979;9;9;3365000;6885000;9.6;15.7;2.6;1;11418;9.88;;;
;;;Mänttä-Vilppula;1069;19790910;1979;9;10;3365000;6885000;11.2;12.9;9.4;0;5133;12.43;;;
;;;Mänttä-Vilppula;1069;19790911;1979;9;11;3365000;6885000;11;13;9.4;9;5762;12.29;;;
;;;Mänttä-Vilppula;1069;19790912;1979;9;12;3365000;6885000;9.5;11.4;7;0;6447;9.25;;;
;;;Mänttä-Vilppula;1069;19790913;1979;9;13;3365000;6885000;8.5;11.8;3.9;11;6250;9.55;;;
;;;Mänttä-Vilppula;1069;19790914;1979;9;14;3365000;6885000;8.2;12;6.8;6;4188;9.93;;;
;;;Mänttä-Vilppula;1069;19790915;1979;9;15;3365000;6885000;6.4;10.5;3.9;0;6564;7.61;;;
;;;Mänttä-Vilppula;1069;19790916;1979;9;16;3365000;6885000;5.9;10;1.5;0;6465;7.19;;;
;;;Mänttä-Vilppula;1069;19790917;1979;9;17;3365000;6885000;5.4;8.7;0;4;4669;8.6;;;
;;;Mänttä-Vilppula;1069;19790918;1979;9;18;3365000;6885000;10.8;12.2;8.5;2;4555;11.98;;;
;;;Mänttä-Vilppula;1069;19790919;1979;9;19;3365000;6885000;10.2;13;8.2;0;6883;9.75;;;
;;;Mänttä-Vilppula;1069;19790920;1979;9;20;3365000;6885000;8.5;14.1;4.8;1;11299;8.06;;;
;;;Mänttä-Vilppula;1069;19790921;1979;9;21;3365000;6885000;8;12.9;1.2;10;4543;9.91;;;
;;;Mänttä-Vilppula;1069;19790922;1979;9;22;3365000;6885000;8.8;10.2;6.7;0;4966;9.21;;;
;;;Mänttä-Vilppula;1069;19790923;1979;9;23;3365000;6885000;5.8;10.1;3;0;10352;6.78;;;
;;;Mänttä-Vilppula;1069;19790924;1979;9;24;3365000;6885000;5.4;11.6;-1.1;0;5669;8.07;;;
;;;Mänttä-Vilppula;1069;19790925;1979;9;25;3365000;6885000;6.7;12.3;1.2;0;5306;8.95;;;
;;;Mänttä-Vilppula;1069;19790926;1979;9;26;3365000;6885000;7.9;11.9;2.4;0;5477;9.15;;;
;;;Mänttä-Vilppula;1069;19790927;1979;9;27;3365000;6885000;8;10.8;4.4;4;4398;9.91;;;
;;;Mänttä-Vilppula;1069;19790928;1979;9;28;3365000;6885000;6.5;9.5;4.9;0;4763;7.56;;;
;;;Mänttä-Vilppula;1069;19790929;1979;9;29;3365000;6885000;3.6;5.6;2;3;3270;7.18;;;
;;;Mänttä-Vilppula;1069;19790930;1979;9;30;3365000;6885000;3.2;7.3;0.6;0;6533;6.53;;;
;;;Mänttä-Vilppula;1069;19791001;1979;10;1;3365000;6885000;1.5;5.3;-1.9;0;7355;5.06;;;
;;;Mänttä-Vilppula;1069;19791002;1979;10;2;3365000;6885000;1.9;6.5;-1.9;0;5506;5.28;;;
;;;Mänttä-Vilppula;1069;19791003;1979;10;3;3365000;6885000;4.1;9;-0.2;0;7202;6.46;;;
;;;Mänttä-Vilppula;1069;19791004;1979;10;4;3365000;6885000;4.6;7.2;3.2;0;6293;5.92;;;
;;;Mänttä-Vilppula;1069;19791005;1979;10;5;3365000;6885000;1.1;4.9;-1.8;0;7436;4.55;;;
;;;Mänttä-Vilppula;1069;19791006;1979;10;6;3365000;6885000;2;9.4;-4.5;0;7020;5.52;;;
;;;Mänttä-Vilppula;1069;19791007;1979;10;7;3365000;6885000;3.4;6.7;0.2;0;2520;6.93;;;
;;;Mänttä-Vilppula;1069;19791008;1979;10;8;3365000;6885000;2;4.7;-1.5;0;1798;6.78;;;
;;;Mänttä-Vilppula;1069;19791009;1979;10;9;3365000;6885000;6.7;10.6;2.2;0;3892;8.78;;;
;;;Mänttä-Vilppula;1069;19791010;1979;10;10;3365000;6885000;7.1;8.7;5.7;6;2126;9.49;;;
;;;Mänttä-Vilppula;1069;19791011;1979;10;11;3365000;6885000;9.1;10.5;7.4;6;1982;11.12;;;
;;;Mänttä-Vilppula;1069;19791012;1979;10;12;3365000;6885000;7.9;10.8;4;0;2008;10.15;;;
;;;Mänttä-Vilppula;1069;19791013;1979;10;13;3365000;6885000;3.2;4.4;1.8;1;2264;7.25;;;
;;;Mänttä-Vilppula;1069;19791014;1979;10;14;3365000;6885000;7.4;8.8;4;1;1223;10.16;;;
;;;Mänttä-Vilppula;1069;19791015;1979;10;15;3365000;6885000;9;10.9;7.9;0;1593;11.21;;;
;;;Mänttä-Vilppula;1069;19791016;1979;10;16;3365000;6885000;8.6;11.1;6.8;1;1810;10.58;;;
;;;Mänttä-Vilppula;1069;19791017;1979;10;17;3365000;6885000;6.2;11.2;2.3;0;1898;8.92;;;
;;;Mänttä-Vilppula;1069;19791018;1979;10;18;3365000;6885000;-0.4;3.7;-3.4;1;4012;5.21;;;
;;;Mänttä-Vilppula;1069;19791019;1979;10;19;3365000;6885000;1.7;3.2;-1.3;3;1947;6.63;;;
;;;Mänttä-Vilppula;1069;19791020;1979;10;20;3365000;6885000;5.6;7.1;2.8;0;1909;8.34;;;
;;;Mänttä-Vilppula;1069;19791021;1979;10;21;3365000;6885000;3.7;5.9;2.4;0;1966;6.66;;;
;;;Mänttä-Vilppula;1069;19791022;1979;10;22;3365000;6885000;0;2.5;-2.2;0;3070;4.71;;;
;;;Mänttä-Vilppula;1069;19791023;1979;10;23;3365000;6885000;2.2;6.3;-1.1;0;2837;5.88;;;
;;;Mänttä-Vilppula;1069;19791024;1979;10;24;3365000;6885000;-1.7;4;-6.2;0;3811;4.27;;;
;;;Mänttä-Vilppula;1069;19791025;1979;10;25;3365000;6885000;1.2;3.1;-3.1;0;1486;6.04;;;
;;;Mänttä-Vilppula;1069;19791026;1979;10;26;3365000;6885000;-0.9;1.1;-1.8;0;948;5.53;;;
;;;Mänttä-Vilppula;1069;19791027;1979;10;27;3365000;6885000;-1.9;-0.9;-3.4;0;1227;5.18;;;
;;;Mänttä-Vilppula;1069;19791028;1979;10;28;3365000;6885000;-2.3;-1;-3.4;0;1616;4.07;;;
;;;Mänttä-Vilppula;1069;19791029;1979;10;29;3365000;6885000;-5.5;-2.5;-7.4;0;2789;3.32;;;
;;;Mänttä-Vilppula;1069;19791030;1979;10;30;3365000;6885000;-6.3;-2.5;-9.6;0;2699;3.35;;;
;;;Mänttä-Vilppula;1069;19791031;1979;10;31;3365000;6885000;-6.4;-3.5;-9.7;0;1961;3.15;;;
;;;Mänttä-Vilppula;1069;19791101;1979;11;1;3365000;6885000;-6.2;-4;-10.4;0;1638;3.26;;;
;;;Mänttä-Vilppula;1069;19791102;1979;11;2;3365000;6885000;-5.2;-1.1;-9.1;0;1892;3.76;;;
;;;Mänttä-Vilppula;1069;19791103;1979;11;3;3365000;6885000;-5.7;-2.1;-9.9;0;1768;3.58;;;
;;;Mänttä-Vilppula;1069;19791104;1979;11;4;3365000;6885000;-1.2;0.3;-8.4;4;1102;5.12;;;
;;;Mänttä-Vilppula;1069;19791105;1979;11;5;3365000;6885000;1;1.4;0.1;0;1055;6.46;;;
;;;Mänttä-Vilppula;1069;19791106;1979;11;6;3365000;6885000;2.2;3.2;1.1;4;1173;7.03;;;
;;;Mänttä-Vilppula;1069;19791107;1979;11;7;3365000;6885000;1.9;2.9;1.2;3;1064;6.79;;;
;;;Mänttä-Vilppula;1069;19791108;1979;11;8;3365000;6885000;0.4;1.4;-0.4;1;1076;6.03;;;
;;;Mänttä-Vilppula;1069;19791109;1979;11;9;3365000;6885000;0.6;1.2;-0.2;0;1194;6.13;;;
;;;Mänttä-Vilppula;1069;19791110;1979;11;10;3365000;6885000;0.1;0.6;-0.7;0;1189;5.9;;;
;;;Mänttä-Vilppula;1069;19791111;1979;11;11;3365000;6885000;-1.1;0.2;-2.8;1;1279;5.32;;;
;;;Mänttä-Vilppula;1069;19791112;1979;11;12;3365000;6885000;1.3;2.5;-2.2;0;1050;6.37;;;
