OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;;;
;;;Mänttä-Vilppula;1069;20111208;2011;12;8;3365000;6885000;0.1;0.7;-0.6;3.7;260;6.13;;;
;;;Mänttä-Vilppula;1069;20111209;2011;12;9;3365000;6885000;-0.8;0;-2.6;5.3;78;5.61;;;
;;;Mänttä-Vilppula;1069;20111210;2011;12;10;3365000;6885000;0.2;0.6;-0.5;9.8;189;6.23;;;
;;;Mänttä-Vilppula;1069;20111211;2011;12;11;3365000;6885000;-1;0.2;-2.4;0.6;266;5.61;;;
;;;Mänttä-Vilppula;1069;20111212;2011;12;12;3365000;6885000;-2.3;0;-5.3;4.9;281;5;;;
;;;Mänttä-Vilppula;1069;20111213;2011;12;13;3365000;6885000;0.6;1.2;-0.1;5.9;194;6.37;;;
;;;Mänttä-Vilppula;1069;20111214;2011;12;14;3365000;6885000;1.5;2.7;0.1;1.3;269;6.82;;;
;;;Mänttä-Vilppula;1069;20111215;2011;12;15;3365000;6885000;1.5;2.4;0.6;1.1;130;6.73;;;
;;;Mänttä-Vilppula;1069;20111216;2011;12;16;3365000;6885000;1.5;2.4;0.9;0.2;245;6.76;;;
;;;Mänttä-Vilppula;1069;20111217;2011;12;17;3365000;6885000;0;1.5;-0.8;10.9;129;6.03;;;
;;;Mänttä-Vilppula;1069;20111218;2011;12;18;3365000;6885000;0.9;2.1;-0.5;3.3;167;6.55;;;
;;;Mänttä-Vilppula;1069;20111219;2011;12;19;3365000;6885000;0.7;1.1;0.1;2.9;249;6.44;;;
;;;Mänttä-Vilppula;1069;20111220;2011;12;20;3365000;6885000;0;0.4;-0.5;1.8;196;6.12;;;
;;;Mänttä-Vilppula;1069;20111221;2011;12;21;3365000;6885000;-0.5;0.2;-1.5;0;303;5.77;;;
;;;Mänttä-Vilppula;1069;20111222;2011;12;22;3365000;6885000;-1.2;-0.8;-1.7;0.1;198;5.54;;;
;;;Mänttä-Vilppula;1069;20111223;2011;12;23;3365000;6885000;0.1;1.6;-2.6;4.4;156;6.17;;;
;;;Mänttä-Vilppula;1069;20111224;2011;12;24;3365000;6885000;0.8;2.7;-1.3;0;248;6.53;;;
;;;Mänttä-Vilppula;1069;20111225;2011;12;25;3365000;6885000;-0.6;2.4;-4.1;10.7;299;5.88;;;
;;;Mänttä-Vilppula;1069;20111226;2011;12;26;3365000;6885000;2.8;5.3;0.8;1.7;442;6.43;;;
;;;Mänttä-Vilppula;1069;20111227;2011;12;27;3365000;6885000;2.8;6.6;0.4;0;414;5.87;;;
;;;Mänttä-Vilppula;1069;20111228;2011;12;28;3365000;6885000;-1.3;1.1;-2.9;4.3;490;4.47;;;
;;;Mänttä-Vilppula;1069;20111229;2011;12;29;3365000;6885000;1.5;2.6;-2;7.3;217;6.71;;;
;;;Mänttä-Vilppula;1069;20111230;2011;12;30;3365000;6885000;-0.5;2.3;-2.3;2.4;198;5.91;;;
;;;Mänttä-Vilppula;1069;20111231;2011;12;31;3365000;6885000;-5.7;-2.2;-7.7;0.7;442;3.87;;;
;;;Mänttä-Vilppula;1069;20120101;2012;1;1;3365000;6885000;-5.8;-4.3;-8.5;0.4;341;3.83;;;
;;;Mänttä-Vilppula;1069;20120102;2012;1;2;3365000;6885000;-2.6;-1.7;-5.9;7.1;163;4.86;;;
;;;Mänttä-Vilppula;1069;20120103;2012;1;3;3365000;6885000;-0.3;0.7;-2.9;0.9;319;6.03;;;
;;;Mänttä-Vilppula;1069;20120104;2012;1;4;3365000;6885000;0.1;0.8;-0.4;13.7;196;6.17;;;
;;;Mänttä-Vilppula;1069;20120105;2012;1;5;3365000;6885000;-0.7;0.8;-1.4;4.7;415;5.87;;;
;;;Mänttä-Vilppula;1069;20120106;2012;1;6;3365000;6885000;-4.7;-1.1;-7.6;1.1;304;4.3;;;
;;;Mänttä-Vilppula;1069;20120107;2012;1;7;3365000;6885000;-11.6;-7.2;-17;0.4;341;2.5;;;
;;;Mänttä-Vilppula;1069;20120108;2012;1;8;3365000;6885000;-11.3;-8.7;-18.2;0;447;2.44;;;
;;;Mänttä-Vilppula;1069;20120109;2012;1;9;3365000;6885000;-9.8;-7.5;-13.5;0.3;491;2.68;;;
;;;Mänttä-Vilppula;1069;20120110;2012;1;10;3365000;6885000;-7.6;-6.7;-9.2;0;484;3.34;;;
;;;Mänttä-Vilppula;1069;20120111;2012;1;11;3365000;6885000;-3.7;-2.5;-7.1;2.3;316;4.69;;;
;;;Mänttä-Vilppula;1069;20120112;2012;1;12;3365000;6885000;-1.7;-0.6;-5;9.2;215;5.46;;;
;;;Mänttä-Vilppula;1069;20120113;2012;1;13;3365000;6885000;-4;-0.9;-5.5;5.5;472;4.59;;;
;;;Mänttä-Vilppula;1069;20120114;2012;1;14;3365000;6885000;-8.6;-5;-9.8;0.1;689;2.96;;;
;;;Mänttä-Vilppula;1069;20120115;2012;1;15;3365000;6885000;-14.6;-8.6;-17.3;0.1;1069;1.74;;;
;;;Mänttä-Vilppula;1069;20120116;2012;1;16;3365000;6885000;-13.6;-11.3;-18.9;2.2;528;2.07;;;
;;;Mänttä-Vilppula;1069;20120117;2012;1;17;3365000;6885000;-7.7;-6;-11.8;2.4;420;3.32;;;
;;;Mänttä-Vilppula;1069;20120118;2012;1;18;3365000;6885000;-6.3;-5.1;-7.3;1.8;403;3.75;;;
;;;Mänttä-Vilppula;1069;20120119;2012;1;19;3365000;6885000;-4.2;-3.4;-5.5;4.1;600;4.44;;;
;;;Mänttä-Vilppula;1069;20120120;2012;1;20;3365000;6885000;-3.9;-2.4;-4.4;0.2;422;4.57;;;
;;;Mänttä-Vilppula;1069;20120121;2012;1;21;3365000;6885000;-6.1;-4.1;-6.7;1.5;519;3.84;;;
;;;Mänttä-Vilppula;1069;20120122;2012;1;22;3365000;6885000;-5.2;-3.6;-6.4;1.1;550;4.08;;;
;;;Mänttä-Vilppula;1069;20120123;2012;1;23;3365000;6885000;-7.2;-5.5;-8.7;2.4;696;3.38;;;
;;;Mänttä-Vilppula;1069;20120124;2012;1;24;3365000;6885000;-13.3;-7;-17;0.4;1611;2.05;;;
;;;Mänttä-Vilppula;1069;20120125;2012;1;25;3365000;6885000;-14.2;-11.1;-20.4;0.2;1127;1.9;;;
;;;Mänttä-Vilppula;1069;20120126;2012;1;26;3365000;6885000;-10.4;-8.5;-16.2;0.1;893;2.64;;;
;;;Mänttä-Vilppula;1069;20120127;2012;1;27;3365000;6885000;-12.3;-7.7;-13.3;0;1353;2.22;;;
;;;Mänttä-Vilppula;1069;20120128;2012;1;28;3365000;6885000;-12.7;-10.5;-14.7;0;1767;2.17;;;
;;;Mänttä-Vilppula;1069;20120129;2012;1;29;3365000;6885000;-16.8;-13.1;-19.9;0;1787;1.47;;;
;;;Mänttä-Vilppula;1069;20120130;2012;1;30;3365000;6885000;-16.3;-12.9;-19.6;0;2051;1.53;;;
;;;Mänttä-Vilppula;1069;20120131;2012;1;31;3365000;6885000;-21.6;-17.2;-24.6;0;2706;0.87;;;
;;;Mänttä-Vilppula;1069;20120201;2012;2;1;3365000;6885000;-22.6;-18.3;-25.8;0;3247;0.81;;;
;;;Mänttä-Vilppula;1069;20120202;2012;2;2;3365000;6885000;-24.6;-22;-27.8;0;3394;0.65;;;
;;;Mänttä-Vilppula;1069;20120203;2012;2;3;3365000;6885000;-24.3;-20.7;-27.6;0;3269;0.7;;;
;;;Mänttä-Vilppula;1069;20120204;2012;2;4;3365000;6885000;-27.3;-22.1;-32.4;0.6;2119;0.54;;;
;;;Mänttä-Vilppula;1069;20120205;2012;2;5;3365000;6885000;-21.4;-16.5;-27.7;0.7;2097;1.01;;;
;;;Mänttä-Vilppula;1069;20120206;2012;2;6;3365000;6885000;-7.7;-6.6;-16.5;2.2;2055;2.97;;;
;;;Mänttä-Vilppula;1069;20120207;2012;2;7;3365000;6885000;-12.5;-6.4;-19.7;0;2435;2.25;;;
;;;Mänttä-Vilppula;1069;20120208;2012;2;8;3365000;6885000;-19;-13.8;-23.9;0;2824;1.13;;;
;;;Mänttä-Vilppula;1069;20120209;2012;2;9;3365000;6885000;-22.5;-13.6;-28;0;3956;0.91;;;
;;;Mänttä-Vilppula;1069;20120210;2012;2;10;3365000;6885000;-18.3;-11.4;-28;0;2464;1.52;;;
;;;Mänttä-Vilppula;1069;20120211;2012;2;11;3365000;6885000;-7.8;-5.6;-12.3;1.2;1270;3.33;;;
;;;Mänttä-Vilppula;1069;20120212;2012;2;12;3365000;6885000;-5.4;-4.4;-7.1;2.7;1447;3.98;;;
;;;Mänttä-Vilppula;1069;20120213;2012;2;13;3365000;6885000;-9.3;-5.8;-10.8;0.5;1436;2.84;;;
;;;Mänttä-Vilppula;1069;20120214;2012;2;14;3365000;6885000;-7.9;-4;-12.8;4.7;1432;3.39;;;
;;;Mänttä-Vilppula;1069;20120215;2012;2;15;3365000;6885000;-3.2;-2.3;-4.3;1.4;1978;4.68;;;
;;;Mänttä-Vilppula;1069;20120216;2012;2;16;3365000;6885000;-5.7;-4;-7.2;2.6;2996;3.73;;;
;;;Mänttä-Vilppula;1069;20120217;2012;2;17;3365000;6885000;-3.8;-2.3;-6.3;2.6;1621;4.57;;;
;;;Mänttä-Vilppula;1069;20120218;2012;2;18;3365000;6885000;-5.3;-3.8;-5.9;1.4;1601;4.08;;;
;;;Mänttä-Vilppula;1069;20120219;2012;2;19;3365000;6885000;-5.4;-3.8;-7.5;9.3;1928;3.97;;;
;;;Mänttä-Vilppula;1069;20120220;2012;2;20;3365000;6885000;-3.1;-0.6;-5;0.6;4626;4.58;;;
;;;Mänttä-Vilppula;1069;20120221;2012;2;21;3365000;6885000;-1.7;1;-6.7;0.9;2371;5.22;;;
;;;Mänttä-Vilppula;1069;20120222;2012;2;22;3365000;6885000;-3.1;-0.1;-8.8;4.8;3553;4.74;;;
;;;Mänttä-Vilppula;1069;20120223;2012;2;23;3365000;6885000;-0.2;1.4;-1.4;0;2352;5.88;;;
;;;Mänttä-Vilppula;1069;20120224;2012;2;24;3365000;6885000;-5.1;-1.4;-5.9;1.6;2081;3.85;;;
;;;Mänttä-Vilppula;1069;20120225;2012;2;25;3365000;6885000;-4.8;-2.8;-5.9;4.2;2921;4.07;;;
;;;Mänttä-Vilppula;1069;20120226;2012;2;26;3365000;6885000;-6.8;-4.1;-9.5;0;5576;3.35;;;
;;;Mänttä-Vilppula;1069;20120227;2012;2;27;3365000;6885000;-9.9;-3.9;-13.5;1.7;7331;2.64;;;
;;;Mänttä-Vilppula;1069;20120228;2012;2;28;3365000;6885000;-6.6;-3.5;-16.6;6.2;1823;3.81;;;
;;;Mänttä-Vilppula;1069;20120229;2012;2;29;3365000;6885000;-2.3;1.7;-9.7;0;7082;5.09;;;
;;;Mänttä-Vilppula;1069;20120301;2012;3;1;3365000;6885000;1.7;5.1;-2.4;6.6;4527;6.66;;;
;;;Mänttä-Vilppula;1069;20120302;2012;3;2;3365000;6885000;1;3.8;-0.2;0.1;5230;5.54;;;
;;;Mänttä-Vilppula;1069;20120303;2012;3;3;3365000;6885000;-2.2;1.5;-4.8;0;8317;3.59;;;
;;;Mänttä-Vilppula;1069;20120304;2012;3;4;3365000;6885000;-7.6;-0.7;-13.5;0;9127;2.68;;;
;;;Mänttä-Vilppula;1069;20120305;2012;3;5;3365000;6885000;-9.9;-1.1;-17.7;0;10051;2.31;;;
;;;Mänttä-Vilppula;1069;20120306;2012;3;6;3365000;6885000;-12;-2.3;-20.1;0;9906;2.03;;;
;;;Mänttä-Vilppula;1069;20120307;2012;3;7;3365000;6885000;-11.3;-3.1;-20;0;10232;2.04;;;
;;;Mänttä-Vilppula;1069;20120308;2012;3;8;3365000;6885000;-8.8;-2.1;-15.8;0;9596;2.48;;;
;;;Mänttä-Vilppula;1069;20120309;2012;3;9;3365000;6885000;-3.8;-1.1;-9.2;1.6;2951;4.22;;;
;;;Mänttä-Vilppula;1069;20120310;2012;3;10;3365000;6885000;1;3.2;-1.3;2.3;5563;6.53;;;
;;;Mänttä-Vilppula;1069;20120311;2012;3;11;3365000;6885000;1;3.8;-0.7;0;8577;5.37;;;
;;;Mänttä-Vilppula;1069;20120312;2012;3;12;3365000;6885000;2.8;5.1;0.1;0;9364;4.4;;;
;;;Mänttä-Vilppula;1069;20120313;2012;3;13;3365000;6885000;0;2.7;-2.6;0;7095;3.83;;;
;;;Mänttä-Vilppula;1069;20120314;2012;3;14;3365000;6885000;-1.8;2;-4;0;11142;3.5;;;
;;;Mänttä-Vilppula;1069;20120315;2012;3;15;3365000;6885000;-3;1.6;-11.3;0;7050;3.25;;;
;;;Mänttä-Vilppula;1069;20120316;2012;3;16;3365000;6885000;0.3;2.6;-1.5;0;5561;5.87;;;
;;;Mänttä-Vilppula;1069;20120317;2012;3;17;3365000;6885000;0.3;3.3;-3.8;0;3295;6.05;;;
;;;Mänttä-Vilppula;1069;20120318;2012;3;18;3365000;6885000;-1.2;4.4;-6.6;1.9;12024;3.71;;;
;;;Mänttä-Vilppula;1069;20120319;2012;3;19;3365000;6885000;-0.7;0.9;-4;10.8;3433;5.65;;;
;;;Mänttä-Vilppula;1069;20120320;2012;3;20;3365000;6885000;-0.7;2.8;-2.6;0.6;10770;5.19;;;
;;;Mänttä-Vilppula;1069;20120321;2012;3;21;3365000;6885000;0;5.7;-3.5;0;9167;5.57;;;
;;;Mänttä-Vilppula;1069;20120322;2012;3;22;3365000;6885000;3.2;6.1;-2.1;0.5;5382;7.15;;;
;;;Mänttä-Vilppula;1069;20120323;2012;3;23;3365000;6885000;2.9;5.8;0.9;0.6;9999;5.18;;;
;;;Mänttä-Vilppula;1069;20120324;2012;3;24;3365000;6885000;0.2;2.5;-2;10;5276;5.98;;;
;;;Mänttä-Vilppula;1069;20120325;2012;3;25;3365000;6885000;-0.7;1.4;-1.7;0.6;8947;5.46;;;
;;;Mänttä-Vilppula;1069;20120326;2012;3;26;3365000;6885000;0;4.4;-6.5;3.5;9305;5.52;;;
;;;Mänttä-Vilppula;1069;20120327;2012;3;27;3365000;6885000;2.6;4.4;-0.2;0.2;8694;6.43;;;
;;;Mänttä-Vilppula;1069;20120328;2012;3;28;3365000;6885000;3.4;6.6;-0.5;0.7;10908;6.06;;;
;;;Mänttä-Vilppula;1069;20120329;2012;3;29;3365000;6885000;1.8;5.2;-0.2;0.5;8153;6.31;;;
;;;Mänttä-Vilppula;1069;20120330;2012;3;30;3365000;6885000;-0.7;1.8;-1.7;2.4;6680;5.3;;;
;;;Mänttä-Vilppula;1069;20120331;2012;3;31;3365000;6885000;-3.3;0.7;-5.8;0;14590;2.96;;;
;;;Mänttä-Vilppula;1069;20120401;2012;4;1;3365000;6885000;-4;1.5;-11;3.9;12423;3.05;;;
;;;Mänttä-Vilppula;1069;20120402;2012;4;2;3365000;6885000;-3.6;-1.4;-4.8;8.8;6904;4.08;;;
;;;Mänttä-Vilppula;1069;20120403;2012;4;3;3365000;6885000;-5.4;-0.5;-9.2;0.2;14323;3.25;;;
;;;Mänttä-Vilppula;1069;20120404;2012;4;4;3365000;6885000;-4.1;2.1;-13.6;0;15091;3.4;;;
;;;Mänttä-Vilppula;1069;20120405;2012;4;5;3365000;6885000;0.3;4.4;-3.8;0.4;13188;4.34;;;
;;;Mänttä-Vilppula;1069;20120406;2012;4;6;3365000;6885000;-1.9;1.5;-3.3;0.2;11564;3.69;;;
;;;Mänttä-Vilppula;1069;20120407;2012;4;7;3365000;6885000;-5.5;2.8;-15.9;0;17252;2.15;;;
;;;Mänttä-Vilppula;1069;20120408;2012;4;8;3365000;6885000;-4.9;3.1;-14.7;0;18277;2.25;;;
;;;Mänttä-Vilppula;1069;20120409;2012;4;9;3365000;6885000;-3.4;4.3;-13.1;0.6;14489;3.91;;;
;;;Mänttä-Vilppula;1069;20120410;2012;4;10;3365000;6885000;1.7;6.1;-3.6;0.1;11150;4.01;;;
;;;Mänttä-Vilppula;1069;20120411;2012;4;11;3365000;6885000;3.5;6.2;0.4;0;6833;4.42;;;
;;;Mänttä-Vilppula;1069;20120412;2012;4;12;3365000;6885000;5.4;10.2;2.2;2.1;10862;5.53;;;
;;;Mänttä-Vilppula;1069;20120413;2012;4;13;3365000;6885000;3.5;6.6;1.2;10.5;5415;7.61;;;
;;;Mänttä-Vilppula;1069;20120414;2012;4;14;3365000;6885000;2.3;3.8;1.4;4.4;2064;7.09;;;
;;;Mänttä-Vilppula;1069;20120415;2012;4;15;3365000;6885000;0.8;3.4;-0.1;0;8657;5.77;;;
;;;Mänttä-Vilppula;1069;20120416;2012;4;16;3365000;6885000;-0.1;3.4;-4.6;2.6;11736;4.85;;;
;;;Mänttä-Vilppula;1069;20120417;2012;4;17;3365000;6885000;0.6;1.8;-0.2;3.7;5584;6.03;;;
;;;Mänttä-Vilppula;1069;20120418;2012;4;18;3365000;6885000;-0.2;2;-0.8;1.1;11211;5.49;;;
;;;Mänttä-Vilppula;1069;20120419;2012;4;19;3365000;6885000;0.5;6.2;-5.8;0;15142;4.76;;;
;;;Mänttä-Vilppula;1069;20120420;2012;4;20;3365000;6885000;1.3;4.1;-2;5.6;4117;5.6;;;
;;;Mänttä-Vilppula;1069;20120421;2012;4;21;3365000;6885000;2.9;4.8;1.6;0;5070;7.1;;;
;;;Mänttä-Vilppula;1069;20120422;2012;4;22;3365000;6885000;5.1;12.5;-1;0;17401;6.8;;;
;;;Mänttä-Vilppula;1069;20120423;2012;4;23;3365000;6885000;6.8;12;0.2;1.4;17313;7.64;;;
;;;Mänttä-Vilppula;1069;20120424;2012;4;24;3365000;6885000;4.4;6.9;3;1.3;4409;8.21;;;
;;;Mänttä-Vilppula;1069;20120425;2012;4;25;3365000;6885000;5;12.7;-0.3;0.3;15780;7.22;;;
;;;Mänttä-Vilppula;1069;20120426;2012;4;26;3365000;6885000;5.1;7.3;2.7;6.1;3378;8.25;;;
;;;Mänttä-Vilppula;1069;20120427;2012;4;27;3365000;6885000;8.9;13.7;5.3;0.6;11327;9.2;;;
;;;Mänttä-Vilppula;1069;20120428;2012;4;28;3365000;6885000;7.3;11.7;5.2;0.5;12119;8.44;;;
;;;Mänttä-Vilppula;1069;20120429;2012;4;29;3365000;6885000;6;12.7;0.1;0;23058;5.77;;;
;;;Mänttä-Vilppula;1069;20120430;2012;4;30;3365000;6885000;5.8;13.3;-4;0;20220;4.6;;;
;;;Mänttä-Vilppula;1069;20120501;2012;5;1;3365000;6885000;4.6;8.9;2.6;0;23919;4.22;;;
;;;Mänttä-Vilppula;1069;20120502;2012;5;2;3365000;6885000;5.9;12.6;-1.6;0;17130;5.21;;;
;;;Mänttä-Vilppula;1069;20120503;2012;5;3;3365000;6885000;3.8;8.2;0.4;0;19383;4.62;;;
;;;Mänttä-Vilppula;1069;20120504;2012;5;4;3365000;6885000;4.8;9.9;-2.9;2.2;18357;4.65;;;
;;;Mänttä-Vilppula;1069;20120505;2012;5;5;3365000;6885000;4.9;7.7;2.8;3.1;3148;8.17;;;
;;;Mänttä-Vilppula;1069;20120506;2012;5;6;3365000;6885000;5.8;9.3;3.1;0;16331;6.2;;;
;;;Mänttä-Vilppula;1069;20120507;2012;5;7;3365000;6885000;6.1;11.9;0.3;0;24940;4.16;;;
;;;Mänttä-Vilppula;1069;20120508;2012;5;8;3365000;6885000;6.7;14;-2.4;0;22535;4.33;;;
;;;Mänttä-Vilppula;1069;20120509;2012;5;9;3365000;6885000;9.3;16.2;-1;0.6;18902;6.24;;;
;;;Mänttä-Vilppula;1069;20120510;2012;5;10;3365000;6885000;11.3;13.5;9.1;11.3;5278;11.16;;;
;;;Mänttä-Vilppula;1069;20120511;2012;5;11;3365000;6885000;11.5;13.7;9.7;11;6975;13.32;;;
;;;Mänttä-Vilppula;1069;20120512;2012;5;12;3365000;6885000;6.8;11.7;4.2;1.8;11007;8.34;;;
;;;Mänttä-Vilppula;1069;20120513;2012;5;13;3365000;6885000;5.5;11;-1.4;0;26838;4.29;;;
;;;Mänttä-Vilppula;1069;20120514;2012;5;14;3365000;6885000;8.3;13.6;1;0.1;19153;6.36;;;
;;;Mänttä-Vilppula;1069;20120515;2012;5;15;3365000;6885000;9.9;15.5;5.5;0;20830;7.38;;;
;;;Mänttä-Vilppula;1069;20120516;2012;5;16;3365000;6885000;11.8;17.8;2.5;3.5;20603;7.43;;;
;;;Mänttä-Vilppula;1069;20120517;2012;5;17;3365000;6885000;13.2;18;8.3;14.1;7827;14.03;;;
;;;Mänttä-Vilppula;1069;20120518;2012;5;18;3365000;6885000;8.7;13.8;6.7;5;11427;10.52;;;
;;;Mänttä-Vilppula;1069;20120519;2012;5;19;3365000;6885000;9.6;15.3;5.1;0.3;19926;8.96;;;
;;;Mänttä-Vilppula;1069;20120520;2012;5;20;3365000;6885000;11.3;15.8;4.6;0.2;13957;9.29;;;
;;;Mänttä-Vilppula;1069;20120521;2012;5;21;3365000;6885000;12.6;18.1;6.7;0;19675;10.07;;;
;;;Mänttä-Vilppula;1069;20120522;2012;5;22;3365000;6885000;12.3;17.8;6.3;0;26986;6.48;;;
;;;Mänttä-Vilppula;1069;20120523;2012;5;23;3365000;6885000;11.9;18.2;3.7;0;27736;6.64;;;
;;;Mänttä-Vilppula;1069;20120524;2012;5;24;3365000;6885000;13.2;20.4;5;0;23730;7.98;;;
;;;Mänttä-Vilppula;1069;20120525;2012;5;25;3365000;6885000;15.3;23;6.4;1.8;24663;9.46;;;
;;;Mänttä-Vilppula;1069;20120526;2012;5;26;3365000;6885000;13.2;19.6;8.4;0;27325;9.91;;;
;;;Mänttä-Vilppula;1069;20120527;2012;5;27;3365000;6885000;14.7;21.4;6.3;0;27858;9.29;;;
;;;Mänttä-Vilppula;1069;20120528;2012;5;28;3365000;6885000;11;19;9.3;0.6;15363;8.51;;;
;;;Mänttä-Vilppula;1069;20120529;2012;5;29;3365000;6885000;7.9;13;1.8;0;23785;5.59;;;
;;;Mänttä-Vilppula;1069;20120530;2012;5;30;3365000;6885000;7;11.7;-0.2;0;20498;5.6;;;
;;;Mänttä-Vilppula;1069;20120531;2012;5;31;3365000;6885000;6.7;10.9;-0.4;2.9;16484;6.02;;;
;;;Mänttä-Vilppula;1069;20120601;2012;6;1;3365000;6885000;7.2;10.7;4.6;7.1;10941;9.24;;;
;;;Mänttä-Vilppula;1069;20120602;2012;6;2;3365000;6885000;8.1;10.3;5.9;8.1;4955;9.85;;;
;;;Mänttä-Vilppula;1069;20120603;2012;6;3;3365000;6885000;8.3;12;6.5;0.3;14988;8.82;;;
;;;Mänttä-Vilppula;1069;20120604;2012;6;4;3365000;6885000;9.6;15.1;3.4;0;20790;8.51;;;
;;;Mänttä-Vilppula;1069;20120605;2012;6;5;3365000;6885000;9.6;14.9;3;2.5;19249;8.43;;;
;;;Mänttä-Vilppula;1069;20120606;2012;6;6;3365000;6885000;10.1;14.6;5.8;6;15998;9.85;;;
;;;Mänttä-Vilppula;1069;20120607;2012;6;7;3365000;6885000;10.6;16.8;4.3;0.2;21211;9.16;;;
;;;Mänttä-Vilppula;1069;20120608;2012;6;8;3365000;6885000;12.5;19.4;3.5;0;24240;8.78;;;
;;;Mänttä-Vilppula;1069;20120609;2012;6;9;3365000;6885000;11.8;17.1;5.7;6.9;17159;11.06;;;
;;;Mänttä-Vilppula;1069;20120610;2012;6;10;3365000;6885000;11.2;15.5;9.6;1.5;12060;12.15;;;
;;;Mänttä-Vilppula;1069;20120611;2012;6;11;3365000;6885000;12.8;19.4;7.2;0.3;17898;11.46;;;
;;;Mänttä-Vilppula;1069;20120612;2012;6;12;3365000;6885000;13.7;19.2;7.4;2.4;21153;12.25;;;
;;;Mänttä-Vilppula;1069;20120613;2012;6;13;3365000;6885000;15;21;8.9;0;25353;11.15;;;
;;;Mänttä-Vilppula;1069;20120614;2012;6;14;3365000;6885000;16.2;22.2;8.3;0.4;24836;11.1;;;
;;;Mänttä-Vilppula;1069;20120615;2012;6;15;3365000;6885000;14.8;20;9.4;0;23161;10.46;;;
;;;Mänttä-Vilppula;1069;20120616;2012;6;16;3365000;6885000;16.8;23.8;8.2;3.5;23705;11.24;;;
;;;Mänttä-Vilppula;1069;20120617;2012;6;17;3365000;6885000;12.5;19.3;9.1;12.3;9490;13.69;;;
;;;Mänttä-Vilppula;1069;20120618;2012;6;18;3365000;6885000;15;19.9;9.9;0;23323;12.1;;;
;;;Mänttä-Vilppula;1069;20120619;2012;6;19;3365000;6885000;11.9;17.7;9.2;5.4;7380;13.23;;;
;;;Mänttä-Vilppula;1069;20120620;2012;6;20;3365000;6885000;11.3;14.4;9.1;0;13403;10.82;;;
;;;Mänttä-Vilppula;1069;20120621;2012;6;21;3365000;6885000;13.1;17.9;7.3;0;26826;8.64;;;
;;;Mänttä-Vilppula;1069;20120622;2012;6;22;3365000;6885000;13.9;19.8;6.2;0;29403;8.24;;;
;;;Mänttä-Vilppula;1069;20120623;2012;6;23;3365000;6885000;14;18.7;6.1;0.1;19072;9.52;;;
;;;Mänttä-Vilppula;1069;20120624;2012;6;24;3365000;6885000;10.9;15.2;9.9;8;6419;11.34;;;
;;;Mänttä-Vilppula;1069;20120625;2012;6;25;3365000;6885000;12.2;17.7;6.6;9.4;16766;12.13;;;
;;;Mänttä-Vilppula;1069;20120626;2012;6;26;3365000;6885000;13.4;17.6;9.8;0;17593;12.66;;;
;;;Mänttä-Vilppula;1069;20120627;2012;6;27;3365000;6885000;11.5;16.6;9.6;2;12820;12.12;;;
;;;Mänttä-Vilppula;1069;20120628;2012;6;28;3365000;6885000;10.3;14.6;5.9;0;15367;8.3;;;
;;;Mänttä-Vilppula;1069;20120629;2012;6;29;3365000;6885000;12.3;17.6;5.6;0;22224;8.57;;;
;;;Mänttä-Vilppula;1069;20120630;2012;6;30;3365000;6885000;13.5;16.8;10.9;2.2;9001;11.49;;;
;;;Mänttä-Vilppula;1069;20120701;2012;7;1;3365000;6885000;17;22.3;12.2;0.7;20974;14.56;;;
;;;Mänttä-Vilppula;1069;20120702;2012;7;2;3365000;6885000;16.6;20.2;15.2;0;20936;12.54;;;
;;;Mänttä-Vilppula;1069;20120703;2012;7;3;3365000;6885000;16.1;21.7;10.2;0.6;22289;12.5;;;
;;;Mänttä-Vilppula;1069;20120704;2012;7;4;3365000;6885000;16.7;23;8.4;0;26875;10.47;;;
;;;Mänttä-Vilppula;1069;20120705;2012;7;5;3365000;6885000;18.7;24.4;11.9;0;24741;11.49;;;
;;;Mänttä-Vilppula;1069;20120706;2012;7;6;3365000;6885000;19.1;24.7;11.1;0;26168;12.21;;;
;;;Mänttä-Vilppula;1069;20120707;2012;7;7;3365000;6885000;18.3;23.2;12.8;5.5;11343;16.42;;;
;;;Mänttä-Vilppula;1069;20120708;2012;7;8;3365000;6885000;19.5;24.4;16;19.4;12198;20.07;;;
;;;Mänttä-Vilppula;1069;20120709;2012;7;9;3365000;6885000;17.5;20.5;16.3;16.8;9328;18.95;;;
;;;Mänttä-Vilppula;1069;20120710;2012;7;10;3365000;6885000;16.7;20.2;15.2;0.4;10479;16.95;;;
;;;Mänttä-Vilppula;1069;20120711;2012;7;11;3365000;6885000;15.5;17.8;14.6;4.3;11887;15.66;;;
;;;Mänttä-Vilppula;1069;20120712;2012;7;12;3365000;6885000;15.7;19.7;12.8;29.2;13789;16.53;;;
;;;Mänttä-Vilppula;1069;20120713;2012;7;13;3365000;6885000;15.2;18.9;13.7;1.8;14166;14.86;;;
;;;Mänttä-Vilppula;1069;20120714;2012;7;14;3365000;6885000;14.8;19.1;11.3;4.6;17553;13.59;;;
;;;Mänttä-Vilppula;1069;20120715;2012;7;15;3365000;6885000;15;20;10.4;4.4;16368;14.36;;;
